filename	AVP
OG5_150377	iHGT
OG5_150447	iHGT
OG5_150450	NoHGT
OG5_150454	NoHGT
OG5_150501	NoHGT
OG5_150506	NoHGT
OG5_150682	NoHGT
OG5_150699	NoHGT
OG5_150838	iHGT
OG5_150839	NoHGT
OG5_151284	iHGT
OG5_152077	NoHGT
OG5_152107	iHGT
OG5_152123	NoHGT
OG5_152159	NoHGT
OG5_152189	NoHGT
OG5_152204	NoHGT
OG5_152217	NoHGT
OG5_152281	iHGT
OG5_152316	iHGT
OG5_152343	NoHGT
OG5_152429	iHGT
OG5_152522	iHGT
OG5_152534	NoHGT
OG5_152550	iHGT
OG5_152610	iHGT
OG5_152612	iHGT
OG5_152616	iHGT
OG5_152623	iHGT
OG5_152626	NoHGT
OG5_152651	iHGT
OG5_152681	NoHGT
OG5_152696	iHGT
OG5_152730	iHGT
OG5_152748	iHGT
OG5_152759	NoHGT
OG5_152823	NoHGT
OG5_152849	NoHGT
OG5_152867	iHGT
OG5_152912	iHGT
OG5_153105	NoHGT
OG5_153239	NoHGT
OG5_153371	NoHGT
OG5_153430	NoHGT
OG5_153432	NoHGT
OG5_153441	iHGT
OG5_153446	NoHGT
OG5_153460	NoHGT
OG5_153492	NoHGT
OG5_153497	NoHGT
OG5_153500	NoHGT
OG5_153690	iHGT
OG5_154337	NoHGT
OG5_154753	NoHGT
OG5_155005	iHGT
OG5_155047	iHGT
OG5_155230	NoHGT
OG5_155231	NoHGT
OG5_155248	NoHGT
OG5_155260	NoHGT
OG5_155266	NoHGT
OG5_155297	iHGT
OG5_155310	iHGT
OG5_155378	iHGT
OG5_155439	NoHGT
OG5_155474	NoHGT
OG5_155475	NoHGT
OG5_155484	iHGT
OG5_155486	NoHGT
OG5_155488	NoHGT
OG5_155489	iHGT
OG5_155491	NoHGT
OG5_155499	iHGT
OG5_155510	NoHGT
OG5_155518	NoHGT
OG5_155551	NoHGT
OG5_155564	iHGT
OG5_155615	iHGT
OG5_155625	iHGT
OG5_155629	iHGT
OG5_155671	NoHGT
OG5_155706	NoHGT
OG5_155738	iHGT
OG5_155742	iHGT
OG5_155745	NoHGT
OG5_155746	NoHGT
OG5_155751	iHGT
OG5_155854	iHGT
OG5_155859	iHGT
OG5_155861	NoHGT
OG5_155870	iHGT
OG5_155900	iHGT
OG5_155912	NoHGT
OG5_155962	iHGT
OG5_155995	NoHGT
OG5_156006	iHGT
OG5_156076	NoHGT
OG5_156119	NoHGT
OG5_156149	iHGT
OG5_156153	NoHGT
OG5_156164	iHGT
OG5_156204	NoHGT
OG5_156431	NoHGT
OG5_156486	iHGT
OG5_156536	iHGT
OG5_156551	NoHGT
OG5_156589	NoHGT
OG5_156667	iHGT
OG5_156698	NoHGT
OG5_156726	iHGT
OG5_156748	iHGT
OG5_156764	NoHGT
OG5_156870	iHGT
OG5_156924	iHGT
OG5_156991	iHGT
OG5_157165	NoHGT
OG5_157227	NoHGT
OG5_157668	NoHGT
OG5_157713	iHGT
OG5_158416	NoHGT
OG5_158436	NoHGT
OG5_158502	iHGT
OG5_158525	NoHGT
OG5_158620	NoHGT
OG5_158622	NoHGT
OG5_158671	iHGT
OG5_158682	iHGT
OG5_158690	NoHGT
OG5_158714	NoHGT
OG5_158715	NoHGT
OG5_158719	NoHGT
OG5_158780	NoHGT
OG5_158803	NoHGT
OG5_158913	iHGT
OG5_158925	iHGT
OG5_158929	NoHGT
OG5_158933	NoHGT
OG5_158960	NoHGT
OG5_158971	NoHGT
OG5_158975	NoHGT
OG5_158977	NoHGT
OG5_158985	iHGT
OG5_158986	iHGT
OG5_159029	iHGT
OG5_159081	iHGT
OG5_159159	NoHGT
OG5_159187	NoHGT
OG5_159298	iHGT
OG5_159299	iHGT
OG5_159394	iHGT
OG5_159530	NoHGT
OG5_159572	iHGT
OG5_159638	iHGT
OG5_159726	NoHGT
OG5_159761	NoHGT
OG5_159796	NoHGT
OG5_159817	iHGT
OG5_159830	iHGT
OG5_159855	NoHGT
OG5_159867	Inconclusive
OG5_159910	iHGT
OG5_159911	iHGT
OG5_159922	iHGT
OG5_159958	iHGT
OG5_160403	NoHGT
OG5_160432	iHGT
OG5_160450	NoHGT
OG5_160451	iHGT
OG5_160479	iHGT
OG5_160498	iHGT
OG5_160543	NoHGT
OG5_160689	NoHGT
OG5_160738	NoHGT
OG5_160804	NoHGT
OG5_160826	NoHGT
OG5_160925	NoHGT
OG5_161364	iHGT
OG5_161504	NoHGT
OG5_161654	iHGT
OG5_161838	NoHGT
OG5_162681	NoHGT
OG5_162856	NoHGT
OG5_162885	NoHGT
OG5_162913	NoHGT
OG5_163064	NoHGT
OG5_163095	iHGT
OG5_163156	iHGT
OG5_163168	iHGT
OG5_163172	iHGT
OG5_163175	Inconclusive
OG5_163187	NoHGT
OG5_163202	iHGT
OG5_163207	NoHGT
OG5_163262	NoHGT
OG5_163302	NoHGT
OG5_163374	iHGT
OG5_163407	iHGT
OG5_163411	iHGT
OG5_163412	iHGT
OG5_163421	NoHGT
OG5_163473	NoHGT
OG5_163482	iHGT
OG5_163503	NoHGT
OG5_163546	iHGT
OG5_163577	NoHGT
OG5_163609	NoHGT
OG5_163725	iHGT
OG5_163755	NoHGT
OG5_163759	NoHGT
OG5_163868	NoHGT
OG5_163977	iHGT
OG5_164005	iHGT
OG5_164060	NoHGT
OG5_164066	iHGT
OG5_164438	NoHGT
OG5_164648	NoHGT
OG5_164838	NoHGT
OG5_164841	iHGT
OG5_164867	iHGT
OG5_164876	NoHGT
OG5_164927	NoHGT
OG5_165075	iHGT
OG5_165097	NoHGT
OG5_165119	iHGT
OG5_165187	iHGT
OG5_165200	NoHGT
OG5_165283	iHGT
OG5_165291	NoHGT
OG5_165431	iHGT
OG5_165937	NoHGT
OG5_166309	NoHGT
OG5_167618	iHGT
OG5_168011	NoHGT
OG5_168022	NoHGT
OG5_168036	NoHGT
OG5_168126	NoHGT
OG5_168222	NoHGT
OG5_168357	iHGT
OG5_168405	NoHGT
OG5_168406	NoHGT
OG5_168407	NoHGT
OG5_168413	NoHGT
OG5_168416	NoHGT
OG5_168600	NoHGT
OG5_168700	NoHGT
OG5_168706	iHGT
OG5_168729	iHGT
OG5_168743	NoHGT
OG5_168760	iHGT
OG5_168774	iHGT
OG5_168829	NoHGT
OG5_168850	NoHGT
OG5_168861	iHGT
OG5_168866	iHGT
OG5_169089	iHGT
OG5_169140	NoHGT
OG5_169177	NoHGT
OG5_169253	NoHGT
OG5_169370	iHGT
OG5_169443	iHGT
OG5_169483	iHGT
OG5_169767	NoHGT
OG5_169773	NoHGT
OG5_169785	NoHGT
OG5_169857	NoHGT
OG5_169862	NoHGT
OG5_169930	iHGT
OG5_169954	NoHGT
OG5_170941	NoHGT
OG5_170980	NoHGT
OG5_171024	iHGT
OG5_171049	iHGT
OG5_171108	NoHGT
OG5_171114	iHGT
OG5_171116	NoHGT
OG5_171181	NoHGT
OG5_171195	NoHGT
OG5_171270	NoHGT
OG5_171330	NoHGT
OG5_171422	NoHGT
OG5_171446	iHGT
OG5_171453	NoHGT
OG5_171552	iHGT
OG5_171568	NoHGT
OG5_171675	NoHGT
OG5_171707	NoHGT
OG5_171726	iHGT
OG5_172047	NoHGT
OG5_172358	iHGT
OG5_172374	NoHGT
OG5_172382	iHGT
OG5_172392	NoHGT
OG5_172482	NoHGT
OG5_172543	NoHGT
OG5_173586	iHGT
OG5_173601	NoHGT
OG5_174031	NoHGT
OG5_174896	iHGT
OG5_174922	NoHGT
OG5_175175	NoHGT
OG5_175644	iHGT
OG5_175941	iHGT
OG5_176100	NoHGT
OG5_176150	NoHGT
OG5_176295	iHGT
OG5_176296	iHGT
OG5_176474	NoHGT
OG5_176519	NoHGT
OG5_176643	iHGT
OG5_176851	iHGT
OG5_176929	NoHGT
OG5_176971	iHGT
OG5_177062	NoHGT
OG5_179305	iHGT
OG5_180723	iHGT
OG5_180830	iHGT
OG5_187939	iHGT
OG5_188735	NoHGT
OG5_190964	NoHGT
OG5_191162	NoHGT
OG5_191214	NoHGT
OG5_191262	iHGT
OG5_191279	NoHGT
OG5_194707	iHGT
OG5_196468	iHGT
OG5_203275	NoHGT
OG5_205092	NoHGT
OG5_209093	NoHGT
OG5_210545	NoHGT
OG5_211119	NoHGT
OG5_212023	NoHGT
OG5_225128	NoHGT
OG5_225206	NoHGT
OG5_225207	NoHGT
OG5_225211	NoHGT
OG5_225212	NoHGT
OG5_243918	NoHGT
