filename	query	DonorMC	ReceptorMC	format	pattern
Itaiw_v1_scaffold_42_t25697-RA	Itaiw_v1_scaffold_42_t25697-RA	Prokaryota	Archaeplastide	nexus	iHGT
Itaiw_v1_scaffold_47_t27426-RA	Itaiw_v1_scaffold_47_t27426-RA	Opisthokonta	Archaeplastide	nexus	multiple_MC
Itaiw_v1_scaffold_59_t31287-RA	Itaiw_v1_scaffold_59_t31287-RA	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Itaiw_v1_scaffold_65_t32732-RA	Itaiw_v1_scaffold_65_t32732-RA	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Itaiw_v1_scaffold_7_t06619-RA	Itaiw_v1_scaffold_7_t06619-RA	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Itaiw_v1_scaffold_71_t34085-RA	Itaiw_v1_scaffold_71_t34085-RA	Opisthokonta	Archaeplastide	nexus	multiple_MC
Itaiw_v1_scaffold_73_t34425-RA	Itaiw_v1_scaffold_73_t34425-RA	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Itaiw_v1_scaffold_74_t34689-RA	Itaiw_v1_scaffold_74_t34689-RA	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Itaiw_v1_scaffold_92_t36969-RA	Itaiw_v1_scaffold_92_t36969-RA	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
KYUSt_chr3.7283	KYUSt_chr3.7283	Opisthokonta	Archaeplastide	nexus	iHGT
KYUSt_chr5.39490	KYUSt_chr5.39490	Opisthokonta	Archaeplastide	nexus	iHGT
LSAT_2X76081	LSAT_2X76081	Viruses	Archaeplastide	nexus	Patchy_phylogeny
Mapoly0003s0193.1	Mapoly0003s0193.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Mapoly0004s0176.1	Mapoly0004s0176.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Mapoly0006s0286.1	Mapoly0006s0286.1	Prokaryota	Archaeplastide	nexus	iHGT
Mapoly0027s0002.1	Mapoly0027s0002.1	Opisthokonta	Archaeplastide	nexus	iHGT
Mapoly0031s0051.1	Mapoly0031s0051.1	Opisthokonta	Archaeplastide	nexus	iHGT
Mapoly0041s0020.1	Mapoly0041s0020.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Mapoly0050s0038.1	Mapoly0050s0038.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Mapoly0055s0038.1	Mapoly0055s0038.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Mapoly0064s0040.1	Mapoly0064s0040.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Mapoly0066s0038.1	Mapoly0066s0038.1	Opisthokonta	Archaeplastide	nexus	iHGT
Mapoly0075s0023.1	Mapoly0075s0023.1	Opisthokonta	Archaeplastide	nexus	iHGT
Mapoly0080s0008.1	Mapoly0080s0008.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Mapoly0090s0066.1	Mapoly0090s0066.1	Prokaryota	Archaeplastide	nexus	iHGT
Mapoly0094s0043.1	Mapoly0094s0043.1	Prokaryota	Archaeplastide	nexus	iHGT
Mapoly0130s0041.1	Mapoly0130s0041.1	Opisthokonta	Archaeplastide	nexus	iHGT
Mapoly0138s0001.1	Mapoly0138s0001.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Mapoly0138s0048.1	Mapoly0138s0048.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Mapoly0167s0005.1	Mapoly0167s0005.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Mapoly0173s0004.1	Mapoly0173s0004.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Marpal_utg000019g0052861	Marpal_utg000019g0052861	Opisthokonta	Archaeplastide	nexus	multiple_MC
Marpal_utg000024g0058971	Marpal_utg000024g0058971	Prokaryota	Archaeplastide	nexus	iHGT
Marpal_utg000075g0125331	Marpal_utg000075g0125331	Prokaryota	Archaeplastide	nexus	multiple_MC
Marpal_utg000077g0126911	Marpal_utg000077g0126911	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Marpal_utg000079g0131381	Marpal_utg000079g0131381	Prokaryota	Archaeplastide	nexus	iHGT
Marpal_utg000151g0180381	Marpal_utg000151g0180381	Opisthokonta	Archaeplastide	nexus	multiple_MC
Poh0024300.1	Poh0024300.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0039380.1	Poh0039380.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0043430.1	Poh0043430.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Poh0051380.1	Poh0051380.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Poh0059990.1	Poh0059990.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Poh0074950.1	Poh0074950.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0082010.1	Poh0082010.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0089340.1	Poh0089340.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0117370.1	Poh0117370.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Poh0118530.1	Poh0118530.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Poh0124090.1	Poh0124090.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Poh0125560.1	Poh0125560.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0136070.1	Poh0136070.1	Opisthokonta	Archaeplastide	nexus	iHGT
Poh0136080.1	Poh0136080.1	Opisthokonta	Archaeplastide	nexus	iHGT
Poh0155910.1	Poh0155910.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0167410.1	Poh0167410.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Poh0179450.1	Poh0179450.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0179510.1	Poh0179510.1	Prokaryota	Archaeplastide	nexus	iHGT
Poh0183210.1	Poh0183210.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0194540.1	Poh0194540.1	Prokaryota	Archaeplastide	nexus	iHGT
Poh0218810.1	Poh0218810.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Poh0233360.1	Poh0233360.1	Prokaryota	Archaeplastide	nexus	iHGT
Poh0240000.1	Poh0240000.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0247310.1	Poh0247310.1	Opisthokonta	Archaeplastide	nexus	iHGT
Poh0290450.1	Poh0290450.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Poh0305780.1	Poh0305780.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Poh0307180.1	Poh0307180.1	Opisthokonta	Archaeplastide	nexus	iHGT
Poh0308880.1	Poh0308880.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Poh0349360.1	Poh0349360.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Pp3c1_10590V3.1	Pp3c1_10590V3.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Pp3c1_12610V3.1	Pp3c1_12610V3.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Pp3c1_33480V3.1	Pp3c1_33480V3.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Pp3c11_11540V3.1	Pp3c11_11540V3.1	Prokaryota	Archaeplastide	nexus	iHGT
Pp3c13_13150V3.1	Pp3c13_13150V3.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Pp3c13_21440V3.1	Pp3c13_21440V3.1	Prokaryota	Archaeplastide	nexus	iHGT
Pp3c13_910V3.1	Pp3c13_910V3.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Pp3c15_18560V3.1	Pp3c15_18560V3.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Pp3c15_6400V3.1	Pp3c15_6400V3.1	Opisthokonta	Archaeplastide	nexus	iHGT
Pp3c16_3090V3.1	Pp3c16_3090V3.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Pp3c16_6040V3.1	Pp3c16_6040V3.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Pp3c2_16120V3.1	Pp3c2_16120V3.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Pp3c2_19950V3.1	Pp3c2_19950V3.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Pp3c20_23580V3.1	Pp3c20_23580V3.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Pp3c20_2930V3.1	Pp3c20_2930V3.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Pp3c21_18430V3.1	Pp3c21_18430V3.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Pp3c22_17530V3.1	Pp3c22_17530V3.1	Opisthokonta	Archaeplastide	nexus	iHGT
Pp3c23_17230V3.1	Pp3c23_17230V3.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Pp3c23_21540V3.1	Pp3c23_21540V3.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Pp3c24_20230V3.1	Pp3c24_20230V3.1	Prokaryota	Archaeplastide	nexus	iHGT
Pp3c24_8280V3.1	Pp3c24_8280V3.1	Prokaryota	Archaeplastide	nexus	iHGT
Pp3c25_14840V3.1	Pp3c25_14840V3.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Pp3c25_2990V3.1	Pp3c25_2990V3.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Pp3c26_120V3.1	Pp3c26_120V3.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Pp3c26_1680V3.1	Pp3c26_1680V3.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Pp3c27_8560V3.1	Pp3c27_8560V3.1	Opisthokonta	Archaeplastide	nexus	iHGT
Pp3c27_8580V3.1	Pp3c27_8580V3.1	Opisthokonta	Archaeplastide	nexus	iHGT
Pp3c27_8610V3.1	Pp3c27_8610V3.1	Opisthokonta	Archaeplastide	nexus	iHGT
Pp3c3_31120V3.1	Pp3c3_31120V3.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Pp3c4_10280V3.1	Pp3c4_10280V3.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Pp3c5_4760V3.1	Pp3c5_4760V3.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Pp3c8_12680V3.1	Pp3c8_12680V3.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Pp3c8_22202V3.1	Pp3c8_22202V3.1	Opisthokonta	Archaeplastide	nexus	iHGT
PtXG54040.1	PtXG54040.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Sacu_v1.1_s0008.g004189	Sacu_v1.1_s0008.g004189	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Sacu_v1.1_s0014.g006254	Sacu_v1.1_s0014.g006254	Prokaryota	Archaeplastide	nexus	multiple_MC
Sacu_v1.1_s0057.g014754	Sacu_v1.1_s0057.g014754	Prokaryota	Archaeplastide	nexus	iHGT
Sacu_v1.1_s0134.g022318	Sacu_v1.1_s0134.g022318	Opisthokonta	Archaeplastide	nexus	multiple_MC
Sacu_v1.1_s0182.g024901	Sacu_v1.1_s0182.g024901	Prokaryota	Archaeplastide	nexus	multiple_MC
Sacu_v1.1_s0220.g026167	Sacu_v1.1_s0220.g026167	Opisthokonta	Archaeplastide	nexus	multiple_MC
Sc_s1_331868	Sc_s1_331868	Opisthokonta	Archaeplastide	nexus	iHGT
Sc_s11_10576757	Sc_s11_10576757	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Sc_s11_1846260	Sc_s11_1846260	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Sc_s8_20786084	Sc_s8_20786084	Opisthokonta	Archaeplastide	nexus	multiple_MC
SESE_034737	SESE_034737	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Sphfalx01G207200.1	Sphfalx01G207200.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Sphfalx03G002900.1	Sphfalx03G002900.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Sphfalx04G020700.1	Sphfalx04G020700.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Sphfalx08G102200.1	Sphfalx08G102200.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Sphfalx10G112400.1	Sphfalx10G112400.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Sphfalx14G022100.2	Sphfalx14G022100.2	Opisthokonta	Archaeplastide	nexus	iHGT
Sphfalx15G027400.1	Sphfalx15G027400.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Sphfalx16G001300.1	Sphfalx16G001300.1	Opisthokonta	Archaeplastide	nexus	iHGT
Sphmag04G041500.2	Sphmag04G041500.2	Opisthokonta	Archaeplastide	nexus	iHGT
Sphmag04G093100.1	Sphmag04G093100.1	Prokaryota	Archaeplastide	nexus	iHGT
Sphmag11G059000.6	Sphmag11G059000.6	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Sphmag12G107400.2	Sphmag12G107400.2	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Sphmag15G092600.1	Sphmag15G092600.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Sphmag16G067900.2	Sphmag16G067900.2	Prokaryota	Archaeplastide	nexus	multiple_MC
Sphmag17G037800.1	Sphmag17G037800.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Sphmag19G000700.1	Sphmag19G000700.1	Opisthokonta	Archaeplastide	nexus	iHGT
Tawa019950	Tawa019950	Prokaryota	Archaeplastide	nexus	multiple_MC
Tawa135100	Tawa135100	Opisthokonta	Archaeplastide	nexus	iHGT
Tawa335020	Tawa335020	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Tawa433000	Tawa433000	Prokaryota	Archaeplastide	nexus	iHGT
TnS000152177t04	TnS000152177t04	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
TnS000801635t02	TnS000801635t02	Opisthokonta	Archaeplastide	nexus	multiple_MC
TSP4A01G326700.1	TSP4A01G326700.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
W.mirabilis.06265	W.mirabilis.06265	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
W.mirabilis.13971	W.mirabilis.13971	Prokaryota	Archaeplastide	nexus	multiple_MC
W.mirabilis.22139	W.mirabilis.22139	Opisthokonta	Archaeplastide	nexus	multiple_MC
W.mirabilis.24886	W.mirabilis.24886	Prokaryota	Archaeplastide	nexus	multiple_MC
XM_024684288.1	XM_024684288.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Dicom.03G001600.1	Dicom.03G001600.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Dicom.03G075900.2	Dicom.03G075900.2	Opisthokonta	Archaeplastide	nexus	multiple_MC
Dicom.06G081500.1	Dicom.06G081500.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Dicom.07G011500.1	Dicom.07G011500.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Dicom.09G012900.1	Dicom.09G012900.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Dicom.12G101300.1	Dicom.12G101300.1	Opisthokonta	Archaeplastide	nexus	iHGT
Dicom.15G007600.2	Dicom.15G007600.2	Prokaryota	Archaeplastide	nexus	iHGT
Dicom.18G040100.1	Dicom.18G040100.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Dicom.19G077500.1	Dicom.19G077500.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Dicom.20G030000.1	Dicom.20G030000.1	Opisthokonta	Archaeplastide	nexus	iHGT
Dicom.21G073900.1	Dicom.21G073900.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Dicom.22G008000.1	Dicom.22G008000.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Dicom.23G055000.2	Dicom.23G055000.2	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Dicom.Y299000.1	Dicom.Y299000.1	Prokaryota	Archaeplastide	nexus	iHGT
DUH021180.1	DUH021180.1	Viruses	Archaeplastide	nexus	iHGT
DVH24_028740	DVH24_028740	Viruses	Archaeplastide	nexus	Patchy_phylogeny
GSCOC_T00008925001	GSCOC_T00008925001	Viruses	Archaeplastide	nexus	multiple_MC
LOC124682533	LOC124682533	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Sc_g06435	Sc_g06435	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Sc_g13860	Sc_g13860	Prokaryota	Archaeplastide	nexus	multiple_MC
Spolyrhiza9509_20150416_T11256A	Spolyrhiza9509_20150416_T11256A	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG000236	Anthoceros_angustus-AANG000236	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG000517	Anthoceros_angustus-AANG000517	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG001268	Anthoceros_angustus-AANG001268	Prokaryota	Archaeplastide	nexus	Limited_donor_evidence
Anthoceros_angustus-AANG001339	Anthoceros_angustus-AANG001339	Prokaryota	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG001367	Anthoceros_angustus-AANG001367	Prokaryota	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG001511	Anthoceros_angustus-AANG001511	Prokaryota	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG001761	Anthoceros_angustus-AANG001761	Prokaryota	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG001933	Anthoceros_angustus-AANG001933	Prokaryota	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG002144	Anthoceros_angustus-AANG002144	Prokaryota	Archaeplastide	nexus	multiple_MC
Anthoceros_angustus-AANG002213	Anthoceros_angustus-AANG002213	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG002567	Anthoceros_angustus-AANG002567	Prokaryota	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG002748	Anthoceros_angustus-AANG002748	Prokaryota	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG002928	Anthoceros_angustus-AANG002928	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG003219	Anthoceros_angustus-AANG003219	Opisthokonta	Archaeplastide	nexus	multiple_MC
Anthoceros_angustus-AANG004297	Anthoceros_angustus-AANG004297	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG004547	Anthoceros_angustus-AANG004547	Prokaryota	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG004570	Anthoceros_angustus-AANG004570	Prokaryota	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG004679	Anthoceros_angustus-AANG004679	Prokaryota	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG005097	Anthoceros_angustus-AANG005097	Opisthokonta	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG005204	Anthoceros_angustus-AANG005204	Opisthokonta	Archaeplastide	nexus	Limited_donor_evidence
Anthoceros_angustus-AANG005557	Anthoceros_angustus-AANG005557	Opisthokonta	Archaeplastide	nexus	Limited_donor_evidence
Anthoceros_angustus-AANG005806	Anthoceros_angustus-AANG005806	Prokaryota	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG006470	Anthoceros_angustus-AANG006470	Prokaryota	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG006848	Anthoceros_angustus-AANG006848	Prokaryota	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG007083	Anthoceros_angustus-AANG007083	Opisthokonta	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG007101	Anthoceros_angustus-AANG007101	Prokaryota	Archaeplastide	nexus	Limited_donor_evidence
Anthoceros_angustus-AANG007207	Anthoceros_angustus-AANG007207	Opisthokonta	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG007484	Anthoceros_angustus-AANG007484	Opisthokonta	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG007513	Anthoceros_angustus-AANG007513	Prokaryota	Archaeplastide	nexus	Limited_donor_evidence
Anthoceros_angustus-AANG007783	Anthoceros_angustus-AANG007783	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG008422	Anthoceros_angustus-AANG008422	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG008516	Anthoceros_angustus-AANG008516	Prokaryota	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG008522	Anthoceros_angustus-AANG008522	Opisthokonta	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG009542	Anthoceros_angustus-AANG009542	Prokaryota	Archaeplastide	nexus	multiple_MC
Anthoceros_angustus-AANG009583	Anthoceros_angustus-AANG009583	Opisthokonta	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG010032	Anthoceros_angustus-AANG010032	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG010440	Anthoceros_angustus-AANG010440	Prokaryota	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG010606	Anthoceros_angustus-AANG010606	Prokaryota	Archaeplastide	nexus	Limited_donor_evidence
Anthoceros_angustus-AANG010622	Anthoceros_angustus-AANG010622	Prokaryota	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG010645	Anthoceros_angustus-AANG010645	Opisthokonta	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG010792	Anthoceros_angustus-AANG010792	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG011213	Anthoceros_angustus-AANG011213	Prokaryota	Archaeplastide	nexus	Limited_donor_evidence
Anthoceros_angustus-AANG011314	Anthoceros_angustus-AANG011314	Opisthokonta	Archaeplastide	nexus	iHGT
Anthoceros_angustus-AANG011648	Anthoceros_angustus-AANG011648	Prokaryota	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG011785	Anthoceros_angustus-AANG011785	Opisthokonta	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG012201	Anthoceros_angustus-AANG012201	Prokaryota	Archaeplastide	nexus	Limited_donor_evidence
Anthoceros_angustus-AANG012758	Anthoceros_angustus-AANG012758	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG013337	Anthoceros_angustus-AANG013337	Prokaryota	Archaeplastide	nexus	Limited_donor_evidence
Anthoceros_angustus-AANG013738	Anthoceros_angustus-AANG013738	Opisthokonta	Archaeplastide	nexus	NoHGT
Anthoceros_angustus-AANG013869	Anthoceros_angustus-AANG013869	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Anthoceros_angustus-AANG014603	Anthoceros_angustus-AANG014603	Prokaryota	Archaeplastide	nexus	iHGT
Arabidopsis_thaliana-AT2G07749.1	Arabidopsis_thaliana-AT2G07749.1	Viruses	Archaeplastide	nexus	Patchy_phylogeny
Azolla_filiculoides-Azfi_s0003.g007953	Azolla_filiculoides-Azfi_s0003.g007953	Prokaryota	Archaeplastide	nexus	iHGT
Azolla_filiculoides-Azfi_s0059.g034529	Azolla_filiculoides-Azfi_s0059.g034529	Prokaryota	Archaeplastide	nexus	iHGT
Chara_braunii-g1064	Chara_braunii-g1064	Prokaryota	Archaeplastide	nexus	iHGT
Chara_braunii-g1141	Chara_braunii-g1141	Opisthokonta	Archaeplastide	nexus	multiple_MC
Chara_braunii-g12508	Chara_braunii-g12508	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g16977	Chara_braunii-g16977	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g19826	Chara_braunii-g19826	Opisthokonta	Archaeplastide	nexus	multiple_MC
Chara_braunii-g20289	Chara_braunii-g20289	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g22042	Chara_braunii-g22042	Opisthokonta	Archaeplastide	nexus	multiple_MC
Chara_braunii-g22988	Chara_braunii-g22988	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g23861	Chara_braunii-g23861	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g24186	Chara_braunii-g24186	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g25810	Chara_braunii-g25810	Prokaryota	Archaeplastide	nexus	iHGT
Chara_braunii-g28681	Chara_braunii-g28681	Prokaryota	Archaeplastide	nexus	iHGT
Chara_braunii-g3026	Chara_braunii-g3026	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g31986	Chara_braunii-g31986	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g34526	Chara_braunii-g34526	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g36222	Chara_braunii-g36222	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g36460	Chara_braunii-g36460	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g37463	Chara_braunii-g37463	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g38206	Chara_braunii-g38206	Prokaryota	Archaeplastide	nexus	multiple_MC
Chara_braunii-g38376	Chara_braunii-g38376	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g38802	Chara_braunii-g38802	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g39251	Chara_braunii-g39251	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g40175	Chara_braunii-g40175	Opisthokonta	Archaeplastide	nexus	iHGT
Chara_braunii-g44375	Chara_braunii-g44375	Prokaryota	Archaeplastide	nexus	multiple_MC
Chara_braunii-g46855	Chara_braunii-g46855	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g48609	Chara_braunii-g48609	Opisthokonta	Archaeplastide	nexus	iHGT
Chara_braunii-g49632	Chara_braunii-g49632	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g650	Chara_braunii-g650	Prokaryota	Archaeplastide	nexus	iHGT
Chara_braunii-g6616	Chara_braunii-g6616	Prokaryota	Archaeplastide	nexus	iHGT
Chara_braunii-g66803	Chara_braunii-g66803	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Chara_braunii-g68674	Chara_braunii-g68674	Opisthokonta	Archaeplastide	nexus	multiple_MC
Chara_braunii-g8521	Chara_braunii-g8521	Prokaryota	Archaeplastide	nexus	iHGT
Chara_braunii-g88573	Chara_braunii-g88573	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Gnetum_montanum-TnS000066621t07	Gnetum_montanum-TnS000066621t07	Prokaryota	Archaeplastide	nexus	NoHGT
Klebsormidium_nitens-lunzao_knT000621.1	Klebsormidium_nitens-lunzao_knT000621.1	Prokaryota	Archaeplastide	nexus	iHGT
Klebsormidium_nitens-lunzao_knT001997.1	Klebsormidium_nitens-lunzao_knT001997.1	Prokaryota	Archaeplastide	nexus	iHGT
Klebsormidium_nitens-lunzao_knT002002.1	Klebsormidium_nitens-lunzao_knT002002.1	Prokaryota	Archaeplastide	nexus	multiple_MC
Klebsormidium_nitens-lunzao_knT002065.1	Klebsormidium_nitens-lunzao_knT002065.1	Prokaryota	Archaeplastide	nexus	iHGT
Klebsormidium_nitens-lunzao_knT002075.1	Klebsormidium_nitens-lunzao_knT002075.1	Prokaryota	Archaeplastide	nexus	multiple_MC
